URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_244.html,2025.3.20250714,active,"1.2.840.10008.6.1.37",Laterality,,"Transitive closure of CID 244 Laterality","StructureDefinition/imagingstudy-lt","SCT,Other"
http://hl7.org/fhir/ValueSet/care-plan-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.136,2.16.840.1.113883.4.642.2.67,2.16.840.1.113883.4.642.3.148",CarePlanCategory,Care Plan Category,"Example codes indicating the category a care plan falls within.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/care-plan-lt","SCT"
http://hl7.org/fhir/ValueSet/care-plan-intent,5.0.0,draft,"2.16.840.1.113883.4.642.3.150,2.16.840.1.113883.4.642.3.141",CarePlanIntent,Care Plan Intent,"Codes indicating the degree of authority/intentionality associated with a care plan.","StructureDefinition/care-plan-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/care-team-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.146,2.16.840.1.113883.4.642.3.155",CareTeamCategory,Care Team category,"Indicates the type of care team.","StructureDefinition/care-team-lt","LOINC"
http://hl7.org/fhir/ValueSet/care-team-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.144,2.16.840.1.113883.4.642.3.153",CareTeamStatus,Care Team Status,"Indicates the status of the care team.","StructureDefinition/care-team-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/clinical-findings,5.0.0,draft,"2.16.840.1.113883.4.642.3.232,2.16.840.1.113883.4.642.3.227,2.16.840.1.113883.4.642.2.115",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/family-member-history-lt,StructureDefinition/condition-lt,StructureDefinition/care-team-lt,StructureDefinition/diagnostic-report-lt,StructureDefinition/goal-lt,StructureDefinition/care-plan-lt","SCT"
http://hl7.org/fhir/ValueSet/composition-attestation-mode,5.0.0,draft,"2.16.840.1.113883.4.642.3.233,2.16.840.1.113883.4.642.3.238,2.16.840.1.113883.4.642.2.120",CompositionAttestationMode,Composition Attestation Mode,"The way in which a person authenticated a composition.","StructureDefinition/document-reference-lt,StructureDefinition/composition-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/composition-status,5.0.0,draft,"2.16.840.1.113883.4.642.2.123,2.16.840.1.113883.4.642.3.236,2.16.840.1.113883.4.642.3.241",CompositionStatus,Composition Status,"The workflow/clinical status of the composition.","StructureDefinition/document-reference-lt,StructureDefinition/composition-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/condition-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.153,2.16.840.1.113883.4.642.3.162,2.16.840.1.113883.4.642.2.73",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/condition-lt","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,5.0.0,draft,"2.16.840.1.113883.4.642.3.155,2.16.840.1.113883.4.642.3.164,2.16.840.1.113883.4.642.2.74",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/condition-lt","THO"
http://hl7.org/fhir/ValueSet/condition-code,5.0.0,draft,"2.16.840.1.113883.4.642.3.161,2.16.840.1.113883.4.642.2.72,2.16.840.1.113883.4.642.3.152",ConditionProblemDiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/family-member-history-lt,StructureDefinition/encounter-lt,StructureDefinition/condition-lt,StructureDefinition/episode-of-care-lt,StructureDefinition/procedure-lt","SCT"
http://hl7.org/fhir/ValueSet/condition-outcome,5.0.0,draft,"2.16.840.1.113883.4.642.2.149,2.16.840.1.113883.4.642.3.881,2.16.840.1.113883.4.642.3.967",ConditionOutcomeCodes,Condition Outcome Codes,"Example value set for condition outcomes.","StructureDefinition/family-member-history-lt","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,5.0.0,draft,"2.16.840.1.113883.4.642.3.168,2.16.840.1.113883.4.642.2.76,2.16.840.1.113883.4.642.3.159",ConditionDiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/condition-lt","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,5.0.0,draft,"2.16.840.1.113883.4.642.3.161,2.16.840.1.113883.4.642.3.170,2.16.840.1.113883.4.642.2.408",ConditionStage,Condition Stage,"Value set for stages of cancer and other conditions.","StructureDefinition/condition-lt","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/condition-lt","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.157,2.16.840.1.113883.4.642.2.75,2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,Condition Verification Status,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/condition-lt","THO"
http://hl7.org/fhir/ValueSet/contact-point-system,5.0.0,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/patient-lt,StructureDefinition/practitioner-lt,StructureDefinition/organization-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/contact-point-use,5.0.0,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/patient-lt,StructureDefinition/practitioner-lt,StructureDefinition/organization-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/data-absent-reason,5.0.0,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,Data Absent Reason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/observation-lt","THO"
http://hl7.org/fhir/ValueSet/days-of-week,5.0.0,active,"2.16.840.1.113883.4.642.3.512,2.16.840.1.113883.4.642.2.302,2.16.840.1.113883.4.642.3.506",DaysOfWeek,Days Of Week,"The days of the week.","StructureDefinition/appointment-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/device-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.425,2.16.840.1.113883.4.642.2.236,2.16.840.1.113883.4.642.3.416",ProcedureDeviceActionCodes,Procedure Device Action Codes,"Example codes indicating the change that happened to the device during the procedure.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/procedure-lt","SCT"
http://hl7.org/fhir/ValueSet/device-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.1376",DeviceType,Device Type,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/procedure-lt","SCT,hl7.terminology.r5,Other"
http://hl7.org/fhir/ValueSet/diagnostic-report-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.235,2.16.840.1.113883.4.642.2.118,2.16.840.1.113883.4.642.3.230",DiagnosticReportStatus,Diagnostic Report Status,"The status of the diagnostic report.","StructureDefinition/diagnostic-report-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/doc-section-codes,5.0.0,draft,"2.16.840.1.113883.4.642.3.232,2.16.840.1.113883.4.642.2.119,2.16.840.1.113883.4.642.3.237",DocumentSectionCodes,Document Section Codes,"Document section codes (LOINC codes used in CCDA sections).","StructureDefinition/composition-lt","LOINC"
http://hl7.org/fhir/ValueSet/doc-typecodes,5.0.0,draft,"2.16.840.1.113883.4.642.3.235,2.16.840.1.113883.4.642.2.121,2.16.840.1.113883.4.642.3.240",FHIRDocumentTypeCodes,FHIR Document Type Codes,"FHIR Document Codes - all LOINC codes where scale type = 'DOC'.","StructureDefinition/document-reference-lt,StructureDefinition/composition-lt","LOINC"
http://hl7.org/fhir/ValueSet/document-reference-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.7",DocumentReferenceStatus,DocumentReferenceStatus,"The status of the document reference.","StructureDefinition/document-reference-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/document-relationship-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.244,2.16.840.1.113883.4.642.3.239,2.16.840.1.113883.4.642.2.133",DocumentRelationshipType,Document Relationship Type,"The type of relationship between documents.","StructureDefinition/document-reference-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-admit-source,5.0.0,draft,"2.16.840.1.113883.4.642.3.257,2.16.840.1.113883.4.642.2.144,2.16.840.1.113883.4.642.3.252",AdmitSource,Admit Source,"This value set defines a set of codes that can be used to indicate from where the patient came in.","StructureDefinition/encounter-lt","THO"
http://hl7.org/fhir/ValueSet/encounter-diagnosis-use,5.0.0,draft,"2.16.840.1.113883.4.642.4.3321",EncounterDiagnosisUse,Encounter Diagnosis Use,"What a specific Encounter/EpisodeOfCare `diagnosis.condition` is to be used for.","StructureDefinition/encounter-lt,StructureDefinition/episode-of-care-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-diet,5.0.0,draft,"2.16.840.1.113883.4.642.3.255,2.16.840.1.113883.4.642.2.142,2.16.840.1.113883.4.642.3.250",EncounterDiet,Diet,"This value set defines a set of codes that can be used to indicate dietary preferences or restrictions a patient may have.","StructureDefinition/encounter-lt","THO"
http://hl7.org/fhir/ValueSet/encounter-discharge-disposition,5.0.0,draft,"2.16.840.1.113883.4.642.3.254,2.16.840.1.113883.4.642.2.145,2.16.840.1.113883.4.642.3.259",DischargeDisposition,Discharge Disposition,"This value set defines a set of codes that can be used to where the patient left the hospital.","StructureDefinition/encounter-lt","THO"
http://hl7.org/fhir/ValueSet/encounter-location-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.257,2.16.840.1.113883.4.642.2.147,2.16.840.1.113883.4.642.3.262",EncounterLocationStatus,Encounter Location Status,"The status of the location.","StructureDefinition/encounter-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-participant-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.245,2.16.840.1.113883.4.642.2.139,2.16.840.1.113883.4.642.3.250",ParticipantType,Participant Type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","StructureDefinition/encounter-lt,StructureDefinition/appointment-lt","THO (V3),THO"
http://hl7.org/fhir/ValueSet/encounter-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.256,2.16.840.1.113883.4.642.2.146,2.16.840.1.113883.4.642.3.261",EncounterReasonCodes,Encounter Reason Codes,"This examples value set defines the set of codes that can be used to indicate reasons for an encounter.","StructureDefinition/encounter-lt,StructureDefinition/appointment-lt,StructureDefinition/episode-of-care-lt","SCT"
http://hl7.org/fhir/ValueSet/encounter-reason-use,5.0.0,draft,"2.16.840.1.113883.4.642.4.3320",EncounterReasonUse,Encounter Reason Use,"What a specific Encounter/EpisodeOfCare `reason.value` is to be used for.","StructureDefinition/encounter-lt,StructureDefinition/episode-of-care-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-special-arrangements,5.0.0,draft,"2.16.840.1.113883.4.642.3.248,2.16.840.1.113883.4.642.2.141,2.16.840.1.113883.4.642.3.253",SpecialArrangements,Special Arrangements,"This value set defines a set of codes that can be used to indicate the kinds of special arrangements in place for a patients visit.","StructureDefinition/encounter-lt","THO"
http://hl7.org/fhir/ValueSet/encounter-special-courtesy,5.0.0,draft,"2.16.840.1.113883.4.642.3.247,2.16.840.1.113883.4.642.3.252,2.16.840.1.113883.4.642.2.140",SpecialCourtesy,Special Courtesy,"This value set defines a set of codes that can be used to indicate special courtesies provided to the patient.","StructureDefinition/encounter-lt","THO (V3)"
http://hl7.org/fhir/ValueSet/encounter-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.246,2.16.840.1.113883.4.642.3.241",EncounterStatus,Encounter Status,"Current state of the encounter.","StructureDefinition/encounter-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/encounter-subject-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.3159",EncounterSubjectStatus,Encounter Subject Status,"This example value set defines a set of codes that can be used to indicate the status of the subject within the encounter","StructureDefinition/encounter-lt","THO"
http://hl7.org/fhir/ValueSet/encounter-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.243,2.16.840.1.113883.4.642.3.248,2.16.840.1.113883.4.642.2.137",EncounterType,Encounter Type,"This example value set defines a set of codes that can be used to indicate the type of encounter: a specific code indicating type of service provided.","StructureDefinition/encounter-lt","THO"
http://hl7.org/fhir/ValueSet/episode-of-care-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.664,2.16.840.1.113883.4.642.2.346,2.16.840.1.113883.4.642.3.648",EpisodeOfCareStatus,Episode Of Care Status,"The status of the episode of care.","StructureDefinition/episode-of-care-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/episodeofcare-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.650,2.16.840.1.113883.4.642.3.666",EpisodeOfCareType,Episode Of Care Type,"This example value set defines a set of codes that can be used to express the usage type of an EpisodeOfCare record.","StructureDefinition/episode-of-care-lt","THO"
http://hl7.org/fhir/ValueSet/event-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.109",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","StructureDefinition/procedure-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/goal-achievement,5.0.0,draft,"2.16.840.1.113883.4.642.3.1374",GoalAchievementStatus,Goal Achievement Status,"Describes the progression, or lack thereof, towards the goal against the target.","StructureDefinition/goal-lt","THO"
http://hl7.org/fhir/ValueSet/goal-category,5.0.0,draft,"2.16.840.1.113883.4.642.2.411,2.16.840.1.113883.4.642.3.270,2.16.840.1.113883.4.642.3.275",GoalCategory,Goal Category,"Example codes for grouping goals to use for filtering or presentation.","StructureDefinition/goal-lt","THO"
http://hl7.org/fhir/ValueSet/goal-priority,5.0.0,draft,"2.16.840.1.113883.4.642.3.268,2.16.840.1.113883.4.642.3.273,2.16.840.1.113883.4.642.2.151",GoalPriority,Goal Priority,"Indicates the level of importance associated with reaching or sustaining a goal.","StructureDefinition/goal-lt","THO"
http://hl7.org/fhir/ValueSet/goal-start-event,5.0.0,draft,"2.16.840.1.113883.4.642.2.413,2.16.840.1.113883.4.642.3.279,2.16.840.1.113883.4.642.3.274",GoalStartEvent,Goal Start Event,"Identifies types of events that might trigger the start of a goal.","StructureDefinition/goal-lt","SCT"
http://hl7.org/fhir/ValueSet/goal-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.266,2.16.840.1.113883.4.642.3.271,2.16.840.1.113883.4.642.2.150",GoalLifecycleStatus,Goal Lifecycle Status,"Codes that reflect the current state of a goal and whether the goal is still being targeted.","StructureDefinition/goal-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/history-absent-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.269",FamilyHistoryAbsentReason,Family History Absent Reason,"Codes describing the reason why a family member's history is not available.","StructureDefinition/family-member-history-lt","THO"
http://hl7.org/fhir/ValueSet/history-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.267,2.16.840.1.113883.4.642.3.262,2.16.840.1.113883.4.642.2.409",FamilyHistoryStatus,Family History Status,"A code that identifies the status of the family history record.","StructureDefinition/family-member-history-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/identifier-type,5.0.0,active,"2.16.840.1.113883.4.642.3.45",IdentifierTypeCodes,Identifier Type Codes,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/patient-lt,StructureDefinition/practitioner-lt,StructureDefinition/organization-lt","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,5.0.0,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/patient-lt,StructureDefinition/practitioner-lt,StructureDefinition/organization-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/imagingstudy-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.990",ImagingStudyStatus,Imaging Study Status,"The status of the ImagingStudy.","StructureDefinition/imagingstudy-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/languages,5.0.0,active,"2.16.840.1.113883.4.642.3.891,2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (see http://tools.ietf.org/html/bcp47)","StructureDefinition/imagingstudy-lt,StructureDefinition/observation-lt,StructureDefinition/related-person-lt,StructureDefinition/family-member-history-lt,StructureDefinition/patient-lt,StructureDefinition/healthcare-service-lt,StructureDefinition/practitioner-lt,StructureDefinition/service-request-lt,StructureDefinition/composition-lt,StructureDefinition/diagnostic-report-lt,StructureDefinition/episode-of-care-lt,StructureDefinition/goal-lt,StructureDefinition/care-plan-lt,StructureDefinition/practitioner-role-lt,StructureDefinition/procedure-lt,StructureDefinition/document-reference-lt,StructureDefinition/encounter-lt,StructureDefinition/appointment-lt,StructureDefinition/condition-lt,StructureDefinition/care-team-lt,StructureDefinition/organization-lt,StructureDefinition/location-lt","hl7.terminology.r5"
http://hl7.org/fhir/ValueSet/link-type,5.0.0,active,"2.16.840.1.113883.4.642.2.234,2.16.840.1.113883.4.642.3.423,2.16.840.1.113883.4.642.3.412",LinkType,Link Type,"The type of link between this Patient resource and another Patient/RelatedPerson resource.","StructureDefinition/patient-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/list-empty-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.322,2.16.840.1.113883.4.642.3.313,2.16.840.1.113883.4.642.2.176",ListEmptyReasons,List Empty Reasons,"General reasons for a list to be empty. Reasons are either related to a summary list (i.e. problem or medication list) or to a workflow related list (i.e. consultation list).","StructureDefinition/composition-lt","THO"
http://hl7.org/fhir/ValueSet/list-order,5.0.0,draft,"2.16.840.1.113883.4.642.3.315,2.16.840.1.113883.4.642.3.324,2.16.840.1.113883.4.642.2.177",ListOrderCodes,List Order Codes,"Base values for the order of the items in a list resource.","StructureDefinition/composition-lt","THO"
http://hl7.org/fhir/ValueSet/location-characteristic,5.0.0,draft,"2.16.840.1.113883.4.642.3.3079",LocationCharacteristic,Location Characteristic,"Example Set of Location Characteristics","StructureDefinition/location-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/location-form,5.0.0,draft,"2.16.840.1.113883.4.642.3.328",LocationForm,Location Form,"This example value set defines a set of codes that can be used to indicate the physical form of the Location.","StructureDefinition/encounter-lt,StructureDefinition/location-lt","THO"
http://hl7.org/fhir/ValueSet/location-mode,5.0.0,draft,"2.16.840.1.113883.4.642.3.321,2.16.840.1.113883.4.642.2.181,2.16.840.1.113883.4.642.3.330",LocationMode,Location Mode,"Indicates whether a resource instance represents a specific location or a class of locations.","StructureDefinition/location-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/location-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.323,2.16.840.1.113883.4.642.3.332,2.16.840.1.113883.4.642.2.182",LocationStatus,Location Status,"Indicates whether the location is still in use.","StructureDefinition/location-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/marital-status,5.0.0,active,"2.16.840.1.113883.4.642.3.29",MaritalStatusCodes,Marital Status Codes,"This value set defines the set of codes that can be used to indicate the marital status of a person.","StructureDefinition/patient-lt","THO (V3)"
http://hl7.org/fhir/ValueSet/medication-as-needed-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.89,2.16.840.1.113883.4.642.3.96",SNOMEDCTMedicationAsNeededReasonCodes,SNOMED CT Medication As Needed Reason Codes,"This value set includes all clinical findings from SNOMED CT - provided as an exemplar value set.","StructureDefinition/service-request-lt","SCT"
http://hl7.org/fhir/ValueSet/name-use,5.0.0,active,"2.16.840.1.113883.4.642.3.65",NameUse,NameUse,"The use of a human name.","StructureDefinition/patient-lt,StructureDefinition/practitioner-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/observation-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.403,2.16.840.1.113883.4.642.2.222,2.16.840.1.113883.4.642.3.392",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/observation-lt","THO"
http://hl7.org/fhir/ValueSet/observation-codes,5.0.0,draft,"2.16.840.1.113883.4.642.2.216,2.16.840.1.113883.4.642.3.396,2.16.840.1.113883.4.642.3.383",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/observation-lt,StructureDefinition/goal-lt","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,5.0.0,active,"2.16.840.1.113883.4.642.3.399,2.16.840.1.113883.4.642.3.386,2.16.840.1.113883.4.642.2.218",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/observation-lt","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,5.0.0,draft,"2.16.840.1.113883.4.642.2.215,2.16.840.1.113883.4.642.3.395,2.16.840.1.113883.4.642.3.382",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/observation-lt","SCT"
http://hl7.org/fhir/ValueSet/observation-referencerange-normalvalue,5.0.0,draft,"2.16.840.1.113883.4.642.3.3264",ObservationReferenceRangeNormalValueCodes,Observation Reference Range Normal Value Codes,"Codes that describe the normal value in the reference range, such as “Negative” or “Absent”","StructureDefinition/observation-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/observation-status,5.0.0,active,"2.16.840.1.113883.4.642.3.400,2.16.840.1.113883.4.642.3.387,2.16.840.1.113883.4.642.2.219",ObservationStatus,Observation Status,"Codes providing the status of an observation.","StructureDefinition/observation-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/observation-triggeredbytype,5.0.0,active,"2.16.840.1.113883.4.642.3.3265",TriggeredBytype,triggered Bytype,"Codes providing the type of triggeredBy observation.","StructureDefinition/observation-lt","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/organization-type,5.0.0,draft,"2.16.840.1.113883.4.642.2.228,2.16.840.1.113883.4.642.3.414,2.16.840.1.113883.4.642.3.403",OrganizationType,Organization Type,"This example value set defines a set of codes that can be used to indicate a type of organization.","StructureDefinition/organization-lt","THO"
