Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Practitioner-example-practitioner.json	927	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	14	12	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-example-practitioner-role.json	578	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	14	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-example-related-person.json	610	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	13	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-lt-condition.json	3135	3	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	179	470	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-lt-encounter.json	6106	2	0	16	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	358	492	0	1	0	5	0	0
fsh-generated/resources/StructureDefinition-lt-location.json	663	3	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	93	233	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-lt-observation.json	7056	2	0	26	1	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	1	324	499	0	0	0	11	1	1
fsh-generated/resources/StructureDefinition-lt-organization.json	5262	3	0	13	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	285	423	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-lt-patient.json	4599	2	0	14	0	0	0	0	0	11	0	0	1	0	0	0	0	1	0	0	0	290	482	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-lt-practitioner-role.json	1986	3	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	94	234	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-lt-practitioner.json	3034	2	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	199	354	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-lt-related-person.json	1331	2	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	95	206	0	0	0	3	0	0
fsh-generated/resources/ValueSet-organization-identifier.json	918	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	13	49	0	0	0	0	0	0
fsh-generated/resources/ValueSet-patient-identifier.json	1396	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	16	52	0	0	0	0	0	0
/input/includes/markdown-link-references.md	240	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	1405	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1043	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/changelog.md	308	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	4157	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/translationinfo.md	6	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	15083	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
